rainfall_intensity_mmh,cumulative_24h_mm,slope_gradient_deg,dfsi_vulnerability_index,corrected_percent_flooded_area,drainage_factor,disrupted_label
0.13,19.6,26.5,0.286,6.53,0.2,0
7.43,43.54,21.0,0.664,11.25,0.2,0
2.48,35.12,21.0,0.618,6.58,0.5,0
5.09,45.73,23.7,0.363,0.9,0.5,0
26.86,107.58,20.3,0.681,2.82,1.0,1
4.33,22.38,24.3,0.204,3.36,0.5,0
15.57,83.04,33.2,0.302,0.52,0.5,1
1.78,27.86,25.4,0.344,2.17,0.5,0
9.49,47.04,27.8,0.519,1.38,0.8,0
32.07,130.08,17.0,0.249,5.31,0.2,1
0.91,28.46,42.5,0.375,0.32,0.5,0
0.07,28.37,21.3,0.497,1.23,1.0,0
4.83,38.36,27.9,0.598,0.42,1.0,0
0.83,15.82,28.7,0.7,2.36,0.8,0
11.73,80.06,38.2,0.318,0.8,0.5,1
20.91,74.37,31.1,0.355,0.42,0.5,1
4.84,20.5,28.8,0.253,4.08,0.2,0
2.54,49.79,36.0,0.65,7.09,0.5,1
4.84,50.22,33.6,0.413,0.86,1.0,0
10.93,57.89,18.5,0.654,0.5,0.5,0
0.08,0.0,27.0,0.248,4.1,0.5,0
7.57,29.77,47.8,0.594,0.17,0.5,1
8.08,97.64,31.1,0.428,1.03,0.5,1
8.63,26.37,29.8,0.29,1.38,0.2,0
2.36,22.19,21.8,0.189,9.58,0.8,0
10.64,62.52,40.4,0.38,1.64,0.2,0
0.81,27.87,21.1,0.251,2.89,1.0,0
1.89,5.83,19.9,0.323,5.63,0.5,0
17.84,116.99,30.1,0.525,7.09,0.5,1
11.41,56.87,30.1,0.263,0.38,0.5,0
0.12,21.92,48.1,0.491,5.33,1.0,1
2.43,19.93,20.9,0.54,5.33,1.0,0
2.05,13.2,31.1,0.372,8.0,1.0,0
2.68,39.68,23.6,0.35,5.51,0.2,0
2.42,27.94,36.2,0.231,0.53,0.2,0
0.55,28.6,29.0,0.239,1.36,0.2,0
5.22,54.06,34.8,0.512,2.09,0.2,0
11.22,88.25,27.7,0.507,0.46,0.2,0
7.93,27.22,32.9,0.651,0.49,0.2,0
9.5,75.47,30.8,0.301,5.9,0.5,1
0.72,22.51,28.6,0.288,0.71,0.5,0
25.72,118.13,32.3,0.371,8.95,0.5,1
15.5,84.87,28.8,0.408,0.91,0.5,1
13.9,86.32,39.2,0.313,2.56,1.0,1
14.72,50.62,31.4,0.392,0.9,0.8,0
22.94,143.23,43.0,0.619,10.76,1.0,1
6.68,69.98,24.3,0.298,2.97,0.8,0
1.9,44.36,20.2,0.478,3.12,0.8,0
8.15,74.93,28.8,0.59,7.79,0.8,1
11.54,56.41,23.0,0.759,0.62,0.2,0
11.38,93.82,29.1,0.517,0.35,1.0,1
6.26,34.03,23.8,0.194,13.96,0.2,0
0.6,18.07,41.5,0.365,9.53,0.8,0
3.94,60.06,32.9,0.344,1.11,0.2,0
21.55,130.45,31.4,0.513,3.41,0.2,1
7.46,55.81,38.6,0.595,4.49,0.2,1
6.57,64.2,21.0,0.66,9.93,0.2,0
2.66,49.56,41.0,0.192,0.9,0.5,0
3.91,19.26,31.1,0.387,5.9,0.2,0
19.19,126.91,21.2,0.184,0.75,0.5,1
9.33,64.69,39.7,0.434,3.11,0.8,1
13.16,101.1,30.6,0.19,0.85,0.8,1
5.15,22.85,33.8,0.725,1.34,0.8,0
8.46,65.77,42.5,0.788,2.88,1.0,1
2.43,32.88,42.4,0.148,1.46,1.0,0
10.39,33.28,42.5,0.206,22.28,0.5,1
4.74,30.47,29.6,0.289,3.93,0.5,0
4.97,20.2,37.5,0.344,6.88,0.5,0
8.91,39.86,24.7,0.512,0.83,0.8,0
23.4,114.76,40.1,0.327,0.53,0.2,1
0.56,26.17,27.8,0.107,1.25,0.8,0
14.8,89.52,30.7,0.147,6.4,0.2,0
2.94,13.59,42.4,0.113,0.84,1.0,0
4.99,60.86,39.2,0.372,1.07,0.2,0
0.19,20.84,45.7,0.499,5.16,0.8,1
3.04,36.89,28.3,0.352,6.13,0.5,0
5.94,64.44,21.8,0.402,3.01,0.8,0
0.49,6.72,43.3,0.251,0.59,0.5,0
5.74,55.39,31.3,0.317,6.84,0.2,0
22.26,122.97,42.4,0.312,3.32,1.0,1
0.95,17.13,37.0,0.693,10.23,0.5,1
12.29,74.7,41.7,0.595,0.88,0.5,1
4.48,39.33,35.0,0.234,0.6,0.8,0
9.05,56.18,39.4,0.128,0.97,0.5,0
2.56,26.84,20.5,0.209,0.8,0.2,0
1.48,35.24,46.8,0.128,6.22,0.8,0
1.49,40.52,22.9,0.405,0.38,1.0,0
0.62,24.0,14.8,0.552,6.35,1.0,0
1.75,46.59,32.1,0.385,3.94,1.0,0
9.28,67.78,36.4,0.486,9.45,0.8,1
18.14,87.53,36.6,0.588,2.39,0.2,1
14.3,76.89,27.7,0.596,1.2,0.2,0
9.82,86.73,37.6,0.225,8.83,0.2,1
0.99,20.55,40.5,0.173,0.03,0.5,0
2.9,36.07,33.9,0.083,9.51,0.5,0
3.15,52.7,28.9,0.264,3.72,0.5,0
2.44,28.18,34.0,0.464,0.67,0.2,0
6.15,53.36,41.2,0.652,1.32,0.2,1
6.52,44.95,42.9,0.344,3.39,0.2,0
3.75,41.04,15.4,0.556,0.39,0.2,0
3.71,47.18,20.6,0.523,0.22,0.8,0
14.99,87.47,12.0,0.356,2.78,0.2,0
13.24,69.94,31.3,0.46,0.13,0.8,1
3.13,73.2,30.1,0.268,5.6,0.2,0
20.83,134.98,32.5,0.369,4.54,0.5,1
25.96,115.42,35.7,0.201,9.97,0.5,1
3.36,39.73,28.4,0.287,6.64,0.8,0
3.72,39.53,23.9,0.117,0.25,0.2,0
5.99,32.81,29.1,0.273,0.86,0.5,0
24.07,158.99,12.9,0.67,0.85,0.5,1
17.77,60.23,40.0,0.587,2.22,0.5,1
0.92,46.05,28.8,0.463,3.01,0.5,0
4.24,51.88,34.2,0.778,2.36,0.2,0
6.85,36.52,27.3,0.202,0.98,0.8,0
5.95,53.35,34.0,0.38,9.37,0.8,1
1.83,43.41,32.4,0.332,0.14,0.2,0
16.64,105.67,23.9,0.25,0.12,1.0,1
9.6,80.25,34.3,0.237,5.41,0.8,1
15.47,111.83,20.1,0.374,1.27,0.2,0
16.64,120.68,31.1,0.243,5.17,0.2,1
11.73,52.73,36.7,0.466,1.35,0.2,0
4.92,37.2,32.5,0.772,3.17,0.2,0
8.02,59.65,37.4,0.754,7.62,0.2,1
1.49,11.8,25.9,0.683,0.79,0.8,0
9.52,92.91,16.7,0.061,4.8,0.5,0
1.68,14.69,17.2,0.263,6.34,0.2,0
10.06,70.75,25.8,0.168,13.84,1.0,1
2.22,21.65,29.4,0.564,0.8,0.2,0
1.06,36.61,32.3,0.455,2.64,0.8,0
1.54,12.85,37.7,0.396,1.32,0.5,0
0.02,0.0,40.4,0.479,2.17,0.5,0
10.78,87.79,36.0,0.391,0.26,0.5,1
11.21,76.69,30.7,0.595,8.52,0.5,1
6.15,37.23,25.6,0.1,1.47,1.0,0
1.5,17.33,29.9,0.639,17.11,0.8,1
0.74,49.86,25.9,0.229,2.21,0.5,0
0.16,11.05,34.2,0.394,1.66,1.0,0
1.54,22.34,39.6,0.429,2.66,1.0,0
18.83,116.11,31.9,0.483,0.57,0.8,1
2.35,12.38,16.5,0.113,7.12,0.5,0
3.72,23.1,44.9,0.304,6.27,0.2,0
0.95,3.04,26.5,0.1,6.59,1.0,0
2.14,44.75,43.5,0.137,2.04,0.8,0
6.23,44.23,39.5,0.288,1.69,1.0,0
7.95,90.15,29.5,0.402,12.12,0.2,1
2.39,21.06,17.2,0.466,3.19,1.0,0
0.51,9.99,45.4,0.403,8.35,1.0,1
4.22,65.73,35.1,0.106,1.14,0.5,0
2.27,45.12,25.2,0.591,2.99,0.2,0
2.11,33.9,32.2,0.421,4.26,0.8,0
27.33,94.56,34.5,0.507,0.39,0.8,1
8.14,77.14,24.5,0.368,8.18,0.5,1
6.92,38.9,19.3,0.557,2.21,0.5,0
4.57,40.49,25.7,0.206,6.05,0.2,0
4.76,58.62,16.6,0.564,6.09,0.5,0
6.62,39.17,18.0,0.514,4.35,0.5,0
10.13,40.36,22.0,0.229,1.82,0.2,0
10.29,66.05,22.1,0.288,3.13,0.2,0
1.6,15.27,25.1,0.749,6.24,0.8,0
5.89,0.0,44.8,0.437,0.41,0.8,0
4.51,33.08,33.1,0.719,6.47,0.8,1
17.38,72.27,29.8,0.426,1.28,0.2,0
8.48,24.36,32.9,0.768,1.8,0.2,0
6.46,46.52,12.3,0.8,1.27,0.2,0
1.04,13.06,42.6,0.757,15.32,1.0,1
7.91,50.76,32.2,0.641,4.74,0.5,1
1.06,4.3,30.4,0.353,23.7,1.0,1
3.5,47.02,45.0,0.274,0.38,0.8,0
1.31,6.98,37.0,0.171,13.13,0.2,0
10.01,13.83,27.7,0.142,0.98,0.5,0
1.96,45.62,44.7,0.153,0.07,0.8,0
4.23,23.91,40.9,0.411,0.93,0.2,0
19.21,105.11,45.8,0.462,0.77,0.8,1
1.94,36.77,19.4,0.294,5.23,0.5,0
6.03,48.71,45.9,0.306,4.23,0.2,0
4.62,47.98,32.4,0.143,1.67,0.5,0
0.16,22.36,35.4,0.148,0.78,0.8,0
13.38,66.91,24.0,0.784,1.69,0.8,1
0.61,40.94,21.4,0.305,12.81,0.2,0
5.46,43.44,18.6,0.223,1.36,0.5,0
6.99,48.95,29.8,0.296,4.42,0.5,0
8.42,71.15,24.3,0.177,1.55,0.8,0
9.92,41.4,18.7,0.436,6.23,0.5,0
2.48,53.58,45.9,0.368,3.26,0.5,1
0.09,40.61,37.0,0.482,4.17,0.8,0
10.93,94.47,31.9,0.273,0.15,1.0,1
6.52,67.58,37.3,0.431,5.06,0.5,1
15.37,76.83,33.9,0.249,1.19,1.0,1
14.64,64.31,22.8,0.778,3.92,0.5,1
15.76,78.81,34.5,0.889,2.06,0.2,1
5.64,79.97,35.6,0.462,1.47,0.5,1
3.45,26.99,24.8,0.347,1.64,0.5,0
13.33,92.18,27.2,0.39,0.47,0.8,1
5.1,45.41,28.8,0.116,0.54,0.8,0
1.72,6.8,33.7,0.657,0.48,0.2,0
16.41,58.43,20.8,0.475,4.26,0.5,0
18.21,97.75,37.3,0.868,1.25,0.2,1
5.34,33.39,27.9,0.194,12.22,1.0,0
0.67,22.08,35.9,0.255,6.53,0.2,0
4.17,59.17,44.5,0.608,1.61,0.5,1
13.83,100.7,41.5,0.468,2.76,0.8,1
19.72,96.41,37.2,0.61,5.84,0.2,1
1.93,37.58,23.4,0.125,0.6,0.8,0
0.59,17.43,37.0,0.566,0.77,0.8,0
17.84,68.87,34.5,0.373,1.81,0.5,1
4.19,45.12,38.2,0.218,2.81,0.2,0
6.63,44.91,41.5,0.723,0.52,0.5,1
29.27,112.34,27.0,0.479,2.39,0.2,1
0.59,19.97,34.7,0.484,0.83,0.2,0
8.88,60.18,25.9,0.618,8.03,0.5,1
0.65,18.94,27.9,0.183,10.4,1.0,0
4.0,25.04,31.9,0.308,5.06,0.5,0
13.84,108.3,30.0,0.213,0.56,0.8,1
4.83,61.57,33.7,0.198,4.42,1.0,0
49.91,280.0,37.8,0.4,2.95,0.5,1
6.96,60.0,33.8,0.687,7.2,0.5,1
3.29,2.47,47.0,0.301,1.83,0.2,0
2.11,42.42,37.2,0.963,14.98,0.2,1
3.67,24.27,48.5,0.465,6.14,0.5,1
3.96,45.2,37.3,0.591,0.86,0.2,0
0.61,0.0,31.7,0.195,4.21,0.2,0
3.92,16.16,29.5,0.176,2.78,0.2,0
5.3,54.77,37.1,0.556,5.05,0.2,0
10.9,62.35,35.8,0.253,1.79,0.2,0
9.09,53.4,35.3,0.414,0.05,0.5,0
10.49,96.95,36.7,0.627,1.86,0.8,1
0.07,53.54,41.6,0.396,4.08,0.5,0
2.09,44.25,24.5,0.333,0.55,0.8,0
9.21,40.83,32.9,0.372,10.6,0.8,1
5.62,79.87,33.7,0.502,1.56,0.5,1
0.05,0.0,26.4,0.203,3.39,1.0,0
13.87,59.96,48.8,0.323,0.45,1.0,1
12.6,65.22,38.6,0.159,0.1,0.5,0
6.76,82.16,27.2,0.481,2.82,0.8,1
0.58,37.04,28.2,0.559,2.43,0.5,0
12.36,51.69,36.6,0.654,23.21,0.8,1
7.45,26.6,13.3,0.334,6.61,1.0,0
12.95,107.34,30.7,0.678,4.61,0.5,1
11.84,79.55,27.8,0.535,3.89,0.5,1
13.81,71.13,40.9,0.453,11.02,0.5,1
6.2,23.15,38.8,0.27,8.5,0.5,0
1.29,34.72,27.5,0.254,0.4,0.2,0
9.45,61.88,41.3,0.528,1.44,0.5,1
8.24,47.25,43.5,0.55,0.92,0.8,1
11.52,68.62,32.6,0.26,4.21,0.5,0
1.58,32.49,22.1,0.749,7.31,0.5,0
1.84,37.05,38.1,0.301,11.25,0.5,0
18.79,80.12,27.2,0.383,20.73,0.5,1
11.78,56.8,32.1,0.176,7.54,0.2,0
20.3,76.37,16.5,0.59,1.58,1.0,1
12.09,79.95,31.5,0.196,0.86,1.0,1
7.73,46.32,28.7,0.482,1.21,0.5,0
9.02,90.27,35.8,0.718,4.55,0.8,1
18.69,106.94,16.1,0.243,3.96,0.5,0
7.35,37.9,34.3,0.634,6.96,0.5,1
8.51,62.76,38.2,0.426,1.18,0.5,0
1.45,42.7,13.4,0.21,3.16,0.2,0
5.46,42.36,37.5,0.493,9.01,0.2,1
10.71,75.42,21.0,0.513,0.28,0.5,0
2.69,41.35,36.1,0.121,1.7,0.2,0
1.92,17.15,30.5,0.364,0.32,0.5,0
3.2,29.79,32.6,0.124,5.28,1.0,0
2.35,40.83,27.7,0.128,0.21,0.2,0
2.06,24.12,25.1,0.636,11.09,0.8,1
4.7,56.63,18.1,0.228,6.84,0.5,0
20.27,160.47,41.3,0.32,0.22,0.2,1
6.01,69.43,33.9,0.158,6.48,0.2,0
1.77,54.39,48.2,0.562,0.44,1.0,1
0.68,21.1,40.8,0.182,4.59,0.5,0
10.13,68.24,41.5,0.495,4.52,0.2,1
4.1,45.42,33.6,0.563,12.63,0.5,1
14.66,83.99,18.6,0.172,2.32,0.2,0
9.16,76.22,43.5,0.546,5.29,1.0,1
13.52,41.51,20.4,0.18,3.17,0.5,0
2.7,31.55,31.9,0.551,14.95,0.8,1
10.02,26.28,41.0,0.511,2.65,1.0,1
2.61,17.31,30.9,0.537,10.75,1.0,1
23.78,147.77,22.4,0.404,1.99,1.0,1
8.6,48.33,28.6,0.394,0.79,0.2,0
3.33,45.96,48.9,0.443,1.8,0.5,1
2.67,23.85,51.6,0.192,2.25,0.8,0
1.8,41.72,36.4,0.538,4.06,0.2,0
10.08,66.39,42.3,0.566,3.65,0.5,1
2.1,0.0,16.4,0.366,0.78,1.0,0
7.69,60.67,26.0,0.427,0.51,0.2,0
2.61,1.61,28.5,0.369,2.78,0.5,0
9.22,48.77,13.3,0.376,0.23,0.2,0
14.34,51.25,28.7,0.22,3.64,0.8,0
12.79,58.65,19.3,0.48,3.61,0.5,0
12.16,73.46,31.9,0.169,0.85,0.8,0
1.77,13.57,12.0,0.506,11.01,1.0,0
0.79,3.04,25.8,0.25,3.24,0.2,0
10.2,76.79,41.4,0.325,25.0,1.0,1
3.91,22.22,24.0,0.825,0.17,1.0,0
4.81,8.51,17.7,0.334,5.38,1.0,0
0.27,15.96,25.2,0.401,1.13,1.0,0
2.55,12.37,40.0,0.188,2.78,0.5,0
0.29,7.56,33.4,0.688,0.42,0.8,0
17.96,120.63,33.4,0.145,0.62,0.8,1
2.37,21.69,10.7,0.551,1.46,0.2,0
6.93,24.06,30.9,0.558,5.74,1.0,1
0.34,27.71,25.7,0.728,6.61,0.5,0
9.34,70.9,27.6,0.562,0.75,0.5,0
3.32,43.22,33.6,0.494,0.53,0.5,0
19.4,56.02,41.7,0.319,11.17,0.8,1
18.62,51.17,23.0,0.167,4.86,0.5,0
3.34,30.21,38.0,0.143,0.57,0.5,0
19.65,85.45,16.7,0.384,0.32,0.5,0
47.27,242.43,27.4,0.355,1.85,1.0,1
14.84,47.46,24.2,0.108,0.45,1.0,0
15.84,69.6,43.6,0.52,4.71,0.5,1
2.43,57.22,22.8,0.19,0.76,0.5,0
7.31,44.09,33.2,0.502,2.58,0.2,0
0.59,31.47,22.3,0.332,1.73,0.5,0
0.85,22.41,30.9,0.139,3.7,0.5,0
57.85,280.0,29.5,0.255,9.92,0.5,1
3.36,32.92,16.2,0.484,2.07,0.2,0
11.72,66.59,39.9,0.6,2.47,0.8,1
13.97,37.04,38.4,0.168,7.62,0.5,0
16.59,75.68,26.0,0.108,3.8,1.0,0
51.38,206.36,34.0,0.659,0.21,0.5,1
2.35,46.25,28.3,0.228,0.11,0.8,0
0.35,32.28,38.1,0.466,10.22,0.5,1
4.5,25.56,35.9,0.369,0.86,1.0,0
1.18,41.2,19.1,0.491,9.22,1.0,0
0.19,32.01,40.6,0.268,2.17,1.0,0
3.8,52.35,22.9,0.595,2.33,1.0,0
13.02,111.27,22.7,0.193,18.5,0.2,1
7.1,87.98,37.0,0.215,2.75,0.5,0
3.19,45.67,23.0,0.308,13.77,0.2,0
9.03,67.3,20.6,0.359,3.86,0.8,0
2.24,42.54,27.6,0.205,5.6,0.8,0
0.12,11.83,40.4,0.316,0.26,1.0,0
12.29,48.85,22.8,0.393,0.06,0.8,0
8.31,62.92,27.7,0.673,4.84,0.2,0
12.21,64.57,26.3,0.323,2.68,0.2,0
0.34,30.66,28.1,0.332,6.09,0.2,0
15.43,97.9,36.5,0.22,0.75,0.2,0
8.21,47.0,29.4,0.191,6.44,0.5,0
7.04,41.67,37.8,0.265,4.15,0.5,0
8.33,70.49,34.6,0.142,1.11,1.0,0
16.99,66.25,28.3,0.602,9.17,0.8,1
7.52,59.01,30.0,0.543,13.28,0.2,1
7.39,68.07,36.2,0.584,2.34,0.5,1
39.74,162.98,32.2,0.618,2.28,0.2,1
12.02,48.76,41.5,0.333,3.22,0.5,1
4.96,45.92,44.5,0.524,4.78,0.5,1
10.45,61.7,36.6,0.9,4.59,0.5,1
4.19,26.59,49.0,0.416,2.89,0.2,0
2.21,15.82,33.6,0.383,9.53,0.8,0
7.72,72.68,16.1,0.683,0.68,0.5,0
22.39,143.29,31.6,0.388,0.84,1.0,1
22.5,84.6,24.6,0.426,4.86,0.5,1
3.56,50.73,27.6,0.318,5.14,0.2,0
6.38,51.68,31.3,0.361,1.9,0.5,0
2.02,23.33,26.5,0.097,1.35,0.5,0
46.18,194.45,26.9,0.317,0.18,0.5,1
33.74,190.61,29.3,0.545,1.86,0.2,1
8.91,40.85,26.3,0.362,1.08,0.8,0
13.87,59.66,22.5,0.254,6.83,0.5,0
10.67,69.52,38.0,0.199,2.56,0.2,0
7.64,35.63,29.1,0.566,3.16,1.0,0
0.47,20.47,40.1,0.37,5.16,0.2,0
5.16,60.03,42.1,0.343,1.35,0.2,0
9.55,64.07,37.5,0.82,8.33,0.2,1
9.62,48.98,29.1,0.442,1.91,0.2,0
3.97,61.0,36.7,0.577,0.43,0.2,0
24.16,85.69,22.0,0.439,7.4,0.2,1
1.56,55.62,35.1,0.386,9.73,0.8,1
5.9,55.54,29.4,0.287,0.93,0.8,0
9.98,71.9,35.0,0.444,4.02,0.2,1
10.15,49.04,37.6,0.447,4.43,0.2,0
8.89,44.6,32.8,0.417,1.07,0.8,0
2.74,39.46,34.7,0.646,2.12,0.5,0
1.44,37.43,24.0,0.745,1.93,0.2,0
8.59,65.57,33.5,0.295,3.76,0.8,1
7.77,34.31,30.6,0.638,2.55,0.8,0
1.68,15.75,29.9,0.409,4.28,0.8,0
10.38,77.82,29.5,0.574,0.36,0.2,0
5.16,45.46,26.9,0.382,1.3,0.8,0
9.37,76.21,26.8,0.072,0.21,0.5,0
15.44,118.37,36.1,0.409,3.06,0.2,1
1.58,25.34,32.7,0.616,2.07,0.5,0
0.16,20.54,15.3,0.229,13.1,0.5,0
12.84,93.25,16.7,0.433,1.38,1.0,1
8.0,80.11,33.0,0.201,1.23,0.5,0
10.22,33.87,40.6,0.311,1.66,0.8,0
15.48,55.85,16.4,0.389,2.49,0.2,0
13.8,64.64,31.6,0.33,3.6,0.5,0
27.56,193.96,40.8,0.345,1.69,0.8,1
6.53,36.32,12.0,0.476,4.21,0.5,0
5.7,34.5,26.0,0.84,4.83,0.5,0
4.37,50.58,43.8,0.456,5.14,0.5,1
1.42,42.07,18.7,0.219,7.09,0.5,0
7.23,53.28,33.8,0.284,0.63,0.2,0
2.76,47.87,31.7,0.524,5.22,0.2,0
21.61,88.79,21.8,0.437,1.33,0.8,1
7.44,37.22,16.3,0.317,4.93,0.2,0
7.64,82.19,31.5,0.472,0.11,0.2,0
3.73,39.5,37.1,0.362,0.91,1.0,0
0.45,2.53,22.8,0.486,2.5,0.5,0
0.27,1.22,35.9,0.462,3.41,0.5,0
4.68,28.44,32.5,0.648,11.15,0.8,1
0.75,23.52,28.2,0.688,1.08,0.8,0
7.94,59.85,35.2,0.19,2.84,0.2,0
18.09,111.59,23.3,0.315,2.58,0.2,1
18.23,120.33,30.5,0.577,4.48,0.5,1
9.15,52.48,32.5,0.055,1.06,0.5,0
2.02,49.43,30.6,0.336,10.02,0.2,0
16.9,144.93,29.2,0.183,19.95,0.2,1
18.47,110.59,37.2,0.345,8.2,0.8,1
1.86,38.08,35.0,0.457,4.64,0.5,0
11.37,64.99,34.6,0.218,4.25,0.8,1
2.87,31.94,42.5,0.485,5.27,0.8,1
13.79,107.2,49.7,0.455,3.11,0.5,1
50.08,280.0,32.9,0.493,1.02,0.8,1
0.26,14.42,27.9,0.189,8.38,0.8,0
19.35,92.4,38.4,0.508,4.06,0.2,1
8.28,61.93,21.5,0.4,0.31,0.2,0
30.82,106.89,31.8,0.335,2.61,0.2,1
5.32,79.32,32.0,0.576,2.26,0.2,0
15.98,66.91,48.3,0.386,0.38,0.8,1
0.55,25.44,49.3,0.25,1.73,0.8,0
3.47,31.46,39.0,0.436,0.89,0.8,0
0.59,20.83,30.9,0.209,0.17,0.5,0
31.47,144.96,32.5,0.138,0.08,0.5,1
14.43,48.72,27.2,0.287,1.24,0.8,0
16.27,88.01,40.0,0.827,0.37,0.8,1
23.63,66.67,37.4,0.054,7.02,0.8,1
0.76,4.91,38.1,0.543,14.13,0.5,1
4.14,62.37,21.3,0.47,2.37,0.5,0
0.63,3.46,29.2,0.181,3.39,0.2,0
2.01,1.55,32.3,0.411,11.35,0.5,0
2.21,12.09,20.7,0.35,5.27,0.5,0
5.38,72.93,28.5,0.447,2.7,1.0,1
2.66,5.69,19.0,0.436,2.11,1.0,0
0.9,10.92,46.1,0.422,5.22,0.2,0
1.56,3.15,37.5,0.378,1.48,1.0,0
1.35,23.96,34.2,0.197,5.27,0.5,0
30.73,179.63,23.8,0.397,0.28,0.8,1
12.11,68.01,27.6,0.144,2.75,0.2,0
29.19,188.51,21.6,0.575,0.76,1.0,1
4.92,25.51,32.3,0.857,5.04,0.2,0
2.77,25.97,39.7,0.304,13.29,0.8,1
13.61,69.48,14.2,0.331,4.05,0.8,0
3.36,24.98,19.8,0.258,4.9,0.2,0
3.02,40.52,24.6,0.607,0.68,0.5,0
2.25,22.6,36.5,0.459,3.03,0.8,0
1.18,31.71,42.6,0.679,5.73,0.8,1
2.52,29.3,37.6,0.443,7.41,0.8,1
3.73,0.0,32.0,0.445,14.11,0.2,0
9.53,87.96,19.9,0.521,5.22,0.5,1
0.55,53.84,37.7,0.532,3.24,0.8,1
2.01,23.53,19.9,0.198,6.4,0.5,0
14.07,88.83,27.9,0.417,1.13,0.2,0
1.35,47.03,26.9,0.063,7.83,0.2,0
3.57,62.98,28.2,0.175,5.78,0.5,0
17.0,66.79,27.4,0.609,0.69,0.5,1
1.43,23.32,38.1,0.729,7.24,0.5,1
0.73,21.6,22.6,0.264,6.75,0.2,0
5.63,15.93,40.6,0.445,9.84,0.8,1
3.06,32.15,41.1,0.181,8.79,0.8,0
7.04,63.57,31.3,0.558,1.51,0.8,1
13.84,90.74,19.9,0.206,2.72,0.2,0
1.25,10.04,33.1,0.233,6.23,0.2,0
7.39,71.42,39.7,0.815,5.58,0.5,1
5.99,37.31,26.4,0.572,6.25,1.0,1
1.32,22.57,40.3,0.112,1.01,0.2,0
8.31,23.23,35.5,0.13,6.0,0.8,0
2.72,19.64,48.7,0.514,0.41,0.5,0
5.69,62.03,39.9,0.405,2.51,0.8,1
0.73,24.45,23.6,0.267,0.22,0.2,0
5.23,32.75,30.4,0.396,2.29,0.5,0
3.11,34.9,19.8,0.102,1.07,0.5,0
14.69,97.34,18.0,0.407,2.78,0.2,0
0.5,11.15,36.3,0.777,4.74,0.8,1
4.61,64.86,43.4,0.08,0.12,0.2,0
5.21,60.58,47.3,0.47,1.16,0.5,1
10.97,82.05,25.8,0.818,0.62,1.0,1
7.26,45.83,23.7,0.495,0.77,0.8,0
9.35,70.46,32.8,0.451,3.31,0.8,1
12.76,90.85,23.6,0.738,0.25,0.5,1
16.85,106.89,26.5,0.509,4.65,0.8,1
3.2,47.34,40.3,0.25,1.01,0.2,0
6.56,43.67,39.4,0.437,12.23,0.8,1
15.58,87.59,42.6,0.52,10.36,0.2,1
38.69,202.38,31.1,0.362,5.0,0.2,1
18.72,93.87,32.9,0.336,5.88,0.8,1
3.95,33.06,38.1,0.146,4.83,0.8,0
1.85,18.0,24.9,0.316,4.93,0.8,0
5.71,36.0,39.8,0.316,0.75,0.2,0
11.5,75.39,14.0,0.621,9.91,0.2,0
5.77,12.94,39.0,0.605,6.15,1.0,1
5.61,47.17,38.3,0.326,3.23,0.5,0
15.48,115.44,26.7,0.237,0.69,0.8,1
3.81,27.02,36.9,0.168,5.69,0.5,0
16.7,110.59,24.1,0.205,9.09,0.2,1
4.44,58.89,33.1,0.459,2.43,1.0,1
3.38,41.95,36.1,0.358,0.34,0.2,0
5.14,32.91,36.5,0.512,13.03,0.8,1
12.22,74.53,48.2,0.36,0.71,0.5,1
1.14,38.25,23.0,0.448,6.01,1.0,0
1.86,43.8,31.1,0.129,15.76,0.8,1
25.71,121.25,42.0,0.346,1.31,0.5,1
1.64,24.18,32.8,0.251,0.4,0.5,0
7.13,66.2,41.8,0.263,6.33,0.5,1
7.36,65.14,30.0,0.396,0.27,0.2,0
5.72,64.67,38.9,0.729,2.85,0.5,1
8.8,56.8,41.6,0.538,4.98,0.8,1
2.22,11.93,40.6,0.359,3.89,0.2,0
6.84,43.55,41.6,0.43,3.17,0.5,0
3.96,29.22,24.2,0.646,1.09,0.8,0
9.21,78.81,30.1,0.258,1.44,0.2,0
1.29,20.36,22.7,0.527,1.69,0.2,0
7.19,70.85,22.9,0.366,4.05,0.2,0
1.74,19.84,31.2,0.691,4.33,0.8,0
2.78,20.18,46.2,0.517,0.73,0.8,0
2.1,38.86,33.5,0.582,0.09,0.8,0
1.72,48.93,40.9,0.414,0.29,0.8,0
14.85,65.66,44.7,0.506,4.37,0.2,1
2.86,0.0,18.9,0.299,0.38,0.8,0
22.26,88.71,22.2,0.216,1.42,0.5,0
29.78,150.99,26.4,0.334,3.04,0.5,1
7.2,19.1,34.1,0.625,3.05,0.5,0
1.31,13.99,17.6,0.115,2.93,0.5,0
3.99,38.77,38.6,0.464,9.58,0.5,1
13.58,23.66,17.7,0.4,2.23,0.2,0
3.89,29.13,22.1,0.273,0.69,0.5,0
0.77,6.66,28.8,0.442,0.21,0.2,0
6.92,28.56,32.7,0.242,2.74,0.2,0
15.85,53.63,42.0,0.319,3.54,0.8,1
13.51,55.36,46.5,0.511,3.27,0.5,1
1.64,32.52,42.2,0.155,0.81,1.0,0
9.5,78.88,19.9,0.527,0.17,0.8,0
2.12,26.08,34.4,0.148,7.96,0.5,0
